Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,Survey ID,visited_before,how_many_past_visits,What words or phrases on this list do you most associate with George Washington? Select all that apply.,,,,,,,,,,,,,,,,George Washington’s choices and actions affected many people who lived during his time,People living at the same time as George Washington influenced the choices he made,People in the past had the same values and beliefs as people today,George Washington's choices and actions do not affect the world today,The choices and actions of ordinary people from George Washington’s lifetime influenced the world today,George Washington was able to set his emotions aside to make important decisions,People and societies' beliefs and values change over time,Other (please specify),perceptions GW actions,One very important decision George Washington is remembered for was stepping away from the role of president when he could have been elected again.  How do you think George Washington felt when he stepped down as president? Why do you think he felt what way?,Imagine George Washington decided to stay president instead of stepping away from the role of president.  How do you think our world might be different today?  Anything else?,I do not think regular people can do much to make their community a better place,I think public figures can make the world a better place,I am inspired by the actions of regular people from the past to make the world a better place,I am inspired by in the actions of public figures from the past to make the world a better place,[TREATMENT ONLY] What was the highlight of your visit?  Tell me why that was the highlight.,[TREATMENT ONLY] What did you think about or learn at Mount Vernon that is relevant or inspiring to you?,I thought Mount Vernon presented information about the past from many different people's perspectives,I will tell my friends or family about my visit to Mount Vernon,I thought Mount Vernon was boring,I was surprised at how much I didn't know about George Washington and his life,I thought Mount Vernon was fun,I felt frustrated while visiting Mount Vernon,I'm curious to learn more about how George Washington influenced the world today,I felt amazed by Mount Vernon,I learned a lot more about hired workers and enslaved individuals at Mount Vernon than I expected,Visited GW house inside,Visited GW house outside,Visited slave quarters,Visited outbuildings,Visited farm,Visited Museum Ed Center,Saw live animals,Visited gardens orchards,Visited new tomb,Visited slave memorial,Visited Gristmill or Distillery,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,Ate at the food court,Ate at the food truck,Ate at Mount Vernon Inn restaurant,Visited the shops,Attended a wreath laying or flag raising,Activity cart/discovery station,Hands on History Room,Took a picture of something I thought was interesting,,What is your favorite subject to learn about? Select one:,,Are you part of any clubs or youth organizations?,How old are you?,What state do you live in?,[If VA or MD] what city do you live in? ,Study group,Observed Gender:,Only child in group,Group included child(ren) 0-3,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,Group included child(ren) 15-17,Day ,Date,Time ,Data Collector:,,Any programs happening?,,Other Notes
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 15:02,69.255.24.203,,LG059,"No, I have not visited before today [skip to Q3]",,,,,Farmer,,,Leader,,,Innovator,,Husband/family man,,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,,All positive,"I think he felt like he didn't want to repeat what he was trying to get rid of. He didn't want to own people or make them do things or be the most powerful and wanted the people to decide, not Congress.",I think it would be different because if he became king we might still have kings and queens today and might not have as much freedom as we do now.,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Was seeing Mount Vernon and Washington's house and the skylight - Cupola. I got to walk in his own home and look at the views that George Washington got to see. Was cool to see that space.,"That George Washington still fought, even though he knew the odds were against him. He didn't let others discourage him.",Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,,Watched one of the movies in the Museum or Education Center,,,Ate at Mount Vernon Inn restaurant,Visited the shops,,,,Took a picture of something I thought was interesting,,Art and culture,,No,11,North Carolina,,Treatment (exit),Girl,Only child in group,,,,,,Weekday,6/24/2022,Afternoon,LG,,Yes (please specify),Fireworks this evening?,They were guests of a Regent and got a VIP tour.
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 14:53,69.255.24.203,,LG058,"Yes, I have visited before",1 time,,,,,,,,Surveyor,,Innovator,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,All positive,"Happy, because he didn't have to deal with all the paperwork.",Presidents could always be elected [no term limits],Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Seeing the house, because you get to see a big mansion and the obelisk.",That his wife died from a disease.,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,,,,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,,,,,,,,Took a picture of something I thought was interesting,,Sports,,Yes,7,Virginia,Herndon,Treatment (exit),,,,,,,,Weekday,6/24/2022,Afternoon,LG,,No,,I forgot to note the gender and any other children in family.
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 14:23,69.255.24.203,,LG057,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,Advocate for religious freedom,Husband/family man,,,,,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,All positive,"sad, because he missed the opportunity of being elected again.",Positive. because he could have changed some things that were maybe wrong.,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Everything. I just like the history.,"I learned that he was 6'2"" and also knowing that he died peacefully and happy.",Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,Visited Washington's gristmill and whiskey distillery  (located offsite),Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,,,,,Ate at Mount Vernon Inn restaurant,Visited the shops,,,,,,Science and nature,,No,11,Florida,,Treatment (exit),Girl,Only child in group,,,,,,Weekday,6/24/2022,Afternoon,LG,,No,,
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 14:16,69.255.24.203,,LG056,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,Slave Owner,,Leader,,Founder,,Advocate for religious freedom,Husband/family man,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,All positive,"Maybe a little sad, because giving up his work of honor.",I don't know.,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment (exit),Boy,,,,Group included child(ren) 8-10 (other than interviewee),,,Weekday,6/24/2022,Afternoon,LG,,No,,Car arrived to pick them up and they didn't have enough time to stay and finish the survey.
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 14:07,69.255.24.203,,LG055,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,Slave Owner,,Leader,,Founder,,,Husband/family man,,,,,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,I feel like he didn't want America to become like England with a King and a Queen. So he wanted to step down because of that. Running a country is more about the country than popularity.,"I feel like instead of Presidents, instead of 2 terms they could be many terms, or like Russia or England where they stayed until they die.",Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,"Probably walking through the mansion because I love history and it was cool to see all the places, even the room he died in.",I didn't know that when he wrote his will that the would free like 123 slaves.,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,Watched the introductory movie at the Orientation Center,,,,,Visited the shops,,Activity cart/discovery station,,Took a picture of something I thought was interesting,,History and current events,,Yes,12,Massachusetts ,,Treatment (exit),Boy,Only child in group,,,,,,Weekday,6/24/2022,Afternoon,LG,,No,,
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 13:50,69.255.24.203,,LG054,"No, I have not visited before today [skip to Q3]",,President,General,,,,,,,Founder,,Advocate for religious freedom,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,I think he felt good that he got to found a new country. Well he won the Revolutionary War.,I don't know. [No guesses.],Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,So far it's been the food.,That they collected spoons.,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,Learned about George Washington’s life and family,,,,,,Ate at the food court,,,Visited the shops,,,,,,History and current events,,No,12,Vermont,,Treatment (exit),Boy,Only child in group,,,,,,Weekday,6/24/2022,Afternoon,LG,,No,,"about halfway through, said he had only been to the food court and hadn't gone through Mount Vernon yet. Finished the survey, but may be a more accurate ""entry""/control survey."
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 13:38,69.255.24.203,,LG053,"No, I have not visited before today [skip to Q3]",,President,,,,Slave Owner,Entrepreneur,Leader,,,,,Husband/family man,,,,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,Glad to have a new President because the people wanted someone new.,There would still be slaves.,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,The museum. I got to learn more about George Washington.,The necessary - that it was a port-o-potty but made out of wood instead.,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),,Visited the slave quarters,,Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,,,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,,,,,,,,,Took a picture of something I thought was interesting,,Art and culture,,No,10,Michigan,,Treatment (exit),Girl,,Group included child(ren) 0-3,Group included child(ren) 4-7,,,,Weekday,6/24/2022,Afternoon,LG,,No,,
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 13:23,69.255.24.203,,LG053,"No, I have not visited before today [skip to Q3]",,President,,,Farmer,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,Maybe a little bit relaxed as he didn't have all the responsibilities that he once did. As President you have a lot of responsibilities but when he retired he didn't have all the responsibility that he once did.,There might be different laws if he had stayed President.,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,"Got to see a lot of nature which was really pretty, like the waterfront was really pretty.",How when George Washington in his will said that when his wife dies all the slaves would be set free.,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),,Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,,,,,Ate at Mount Vernon Inn restaurant,Visited the shops,,,,Took a picture of something I thought was interesting,,Math and puzzles,,No,10,Texas,,Treatment (exit),Boy,,,,,Group included child(ren) 11-14,Group included child(ren) 15-17,Weekday,6/23/2022,,LG,,No,,
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 12:57,69.255.24.203,,LG052,"No, I have not visited before today [skip to Q3]",,President,General,,Farmer,,,Leader,,,Innovator,,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,,Mostly positive and a little negative,"He was humbled to do that, to do that he didn't attach his self worth to it. He could have run longer, and to please everyone he could have stayed, but he chose to go back to his family.","I think the terms for President would be different. The number of terms, I think some of the other important decisions might not have been made. Maybe we'd have had fewer presidents.",Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,I really like going inside the manions. We did a mansion tour by Martha Washington and she explained the day to day and that was really cool.,"We went to the slave memorial. She was talking about how much work they did - even though they didn't like or choose their job, they did it and it's cool that they're being recognized for it.",Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,,,,Ate at Mount Vernon Inn restaurant,Visited the shops,,,,Took a picture of something I thought was interesting,,History and current events,,No,13,California,,Treatment (exit),Girl,,,,,Group included child(ren) 11-14,,Weekday,6/23/2022,Afternoon,LG,,No,,They took a tour with Martha Washington
1.14E+11,421179304,7/29/2022 12:38,7/29/2022 12:50,69.255.24.203,,LG051,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,Slave Owner,,Leader,,Founder,,,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,Probably like happy to be less stressed and not as overwhelmed with all the work. Because he was a general and working for government for a long time so when he stepped away it was less stressful.,There might be more wars if other presidents made different decisions.,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,I liked seeing the house the mansion tour. It was really cool seeing how houses were built in the past.,"Like how when they like, when they wrote letters, I guess they still do that today.",Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),,Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,,,,Visited the shops,,,,Took a picture of something I thought was interesting,,History and current events,,No,12,Washington,,Treatment (exit),Boy,,,,,,Group included child(ren) 15-17,Weekday,6/23/2022,Morning,LG,,No,,Raining all morning
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 16:14,69.255.24.203,,SM076,"No, I have not visited before today [skip to Q3]",,,General,,Farmer,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,"Not sure if he should have done that, he wasn't excited he made that choice.",People might not think George Washington was as interesting today as he really was. Not as much stuff to see at Mount Vernon,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,"Gong to see people's bedrooms, it was interesting to see what kind of beds they used.",The cabin from George Washington's time.,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,,,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,,,,Ate at the food truck,,,,,,Took a picture of something I thought was interesting,,History and current events,,No,9,Pennsylvania,,Treatment (exit),Girl,,,Group included child(ren) 4-7,,,,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 16:10,69.255.24.203,,SM075,"Yes, I have visited before",1 time,President,,Soldier,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,All positive,A little sad. (After much consideration wasn't sure why he thought George Washington would be sad.),It would be worse than today.,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,"Riding the boat, it has good views.",Going to the house - it was a big house.,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,George Washington’s house (viewed from outside),,,Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,,,,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,Watched one of the movies in the Museum or Education Center,,Ate at the food truck,,Visited the shops,,Activity cart/discovery station,,Took a picture of something I thought was interesting,,Art and culture,,No,9,Virginia,Ashburn,Treatment (exit),Boy,Only child in group,,,,,,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,Parent said child's English wasn't great; I didn't notice any difficulty in communication - the experience was very similar to interviews with other children in the age range.
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 16:06,69.255.24.203,,SM074,"No, I have not visited before today [skip to Q3]",,,,,,,,Leader,,Founder,,,,,,"Other, please explain:",Officer in GB Army,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"Felt like there was no need to continue. They don't need me anymore, they should elect someone else. This is how people usually feel when they retire.","Democracy wouldn't be the same. As many terms as they want, GW Bush might be president still today.",Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Cool to see George Washington's house - shocking to see something someone lived in 300 years ago.,"Didn't learn anything, already knew most of this.",Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,,Saw live animals,,Visited Washington’s New Tomb,,,,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",,,,,Ate at the food court,,,Visited the shops,,,,Took a picture of something I thought was interesting,,History and current events,,Yes,10,Virginia,Sterling,Treatment (exit),Boy,,,Group included child(ren) 4-7,,,,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 16:02,69.255.24.203,,SM073,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,"Other, please explain:",First president,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,Mostly positive and a little negative,Free because he could be with his family again.,Nothing would be different. He would be dead.,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Face thing of George Washington - statue where it looked like his eyes were following you.,"The 4D movie, battled between George Washington and Redcoats",Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,,,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,Watched one of the movies in the Museum or Education Center,,,,Visited the shops,,,,Took a picture of something I thought was interesting,,Sports,,No,8,Oklahoma,,Treatment (exit),Boy,,,,,,Group included child(ren) 15-17,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,"Child was very resistant to answering Likert scale questions (4,8, &11): I told him there was no right or wrong answer and he could just pick an answer he liked best - it seemed like he was picking some answers at random instead of considering the question."
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 15:58,69.255.24.203,,SM072,"No, I have not visited before today [skip to Q3]",,President,General,,Farmer,,,Leader,,Founder,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,"Sad because he stopped leading, but he knew it was right thing to do.",Some good and bad changes. (She thought for a while and couldn't think of any specific changes.),Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Knowing how George Washington could lead and do so much it's important to have a good leader.,Where he laid/died and how women of Mt. Vernon started and passed it down through generations.,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),,,Visited Washington’s New Tomb,,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,,,,,,,,,,,English and reading,,No,10,Pennsylvania,,Treatment (exit),Girl,,,,,Group included child(ren) 11-14,Group included child(ren) 15-17,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 15:54,69.255.24.203,,SM071,"Yes, I have visited before",1 time,President,General,,,,,Leader,,Founder,,,,,,,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"He wanted to spend more time at Mount Vernon, he was away for a while.","Probably have different laws, beliefs, and rules.",Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,The museum had a lot of interesting stuff in it.,George Washington was a leader and general in the Revolutionary War,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,,Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,Watched the introductory movie at the Orientation Center,,,Ate at the food truck,,Visited the shops,,,,Took a picture of something I thought was interesting,,English and reading,,No,11,Virginia,Fairfax,Treatment (exit),Boy,,,Group included child(ren) 4-7,,,,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 15:46,69.255.24.203,,SM070,"Yes, I have visited before",3 times or more,President,,,,,,Leader,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,All positive,I don't know. [Child was unwilling to consider question for too long and wanted to move on.,Better today to be first U.S. President.,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Going to the movies - talking about the Revolutionary War,The house,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,Ate at the food court,,,Visited the shops,,,,Took a picture of something I thought was interesting,,Math and puzzles,,Yes,9,Virginia,"no chance to answer question, child eager to leave",Treatment (exit),Girl,Only child in group,,,,,,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,"Parent said both parents were Mt. Vernon employees. Parent also said that child had limited attention span; child was unable to complete the survey without continuous prompting and explanatory/elaboration from parent. Parent did most prompting with questions 7 & 10 (even so, child was reluctant to elaborate or further discuss answers.)"
1.14E+11,421179304,7/27/2022 15:24,7/27/2022 15:40,69.255.24.203,,SM069,"No, I have not visited before today [skip to Q3]",,,,,,,,Leader,,,Innovator,Advocate for religious freedom,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,Mostly positive and a little negative,Felt sad and proud of himself because he wanted to lead other but he also didn't want to let people down.,Others wouldn't have had the chance to do what he did.,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Learning about George Washington, how he acted in his life. He acted in a way that was leading.","All the crops he grew, didn't know he was a farmer.",Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,Watched one of the movies in the Museum or Education Center,,,,Visited the shops,,,Hands on History Room,Took a picture of something I thought was interesting,,History and current events,,Yes,9,Alabama,,Treatment (exit),Girl,Only child in group,,,,,,Weekend day,6/18/2022,Afternoon,SM,,Yes (please specify),Fresh bread from bakehouse,
